#Cfactor 1.12287419
Recipient s819 s1090 s1235 s1262 s1482 s1488 s1552 s1956 s1957 s1977 s1983 s2119 s2221 s2232 s2233 s2259 s2277 s2327 s2332 s2333 s2337 s2340 s2341 s2342 s2343 s2348 s2350 s2352 s2353 s2354 s2356 s2357 s2363 s2375 s2376 s2377 s2379 s2380 s2382 s2383 s2392 s2393 s2395 s2396 s2397 s2399 s2402 s2404 s2405 s2411 s2421 s2422 s2426 s2427 s2432 s2433 s2436 s2440 s2445 s2449 s2452 s2454 s2456 s2472 s2474 s2477 s2485 s2496 s2497 s2499 s2500 s2501 s2504 s2506 s2509 s2511 s2513 s2514 s2527 s2528 s2549 s2550 s2551 s2555 s2557 s2563 s2564 s2565 s2566 s2567 s2568 s2569 s2570 s2572 s2573 s2574 s2575 s2585
s2509 246.093618 159.571457 167.588817 190.810007 184.378494 172.97927 156.729389 149.947475 161.804159 207.691636 204.899715 219.585404 168.305877 149.935261 194.387142 320.367421 154.755842 194.509326 229.295716 183.777329 171.66563 177.72082 170.307469 167.903525 231.645664 192.042165 171.936718 171.996054 187.631958 263.324348 174.312133 168.855096 143.985281 195.122872 190.734886 192.685259 265.012023 164.31996 171.255225 244.668986 229.982027 188.240285 224.601987 168.361626 240.950521 190.869944 191.094826 237.236594 226.76864 223.501932 182.144315 164.297456 178.2065 251.740132 171.008567 179.00575 254.614165 197.805964 216.65083 209.310707 196.553292 188.644784 187.573521 251.756573 184.236639 278.382294 188.626782 279.46394 198.121785 193.714663 223.473452 232.238505 161.1355 164.655983 0 204.053904 235.671595 282.393542 196.581168 231.715149 279.160798 277.823467 197.370355 292.178988 177.301666 210.078758 228.409527 297.222595 175.340915 203.923192 172.261394 156.354523 199.083939 186.625843 302.977836 204.433552 286.634013 173.406032
s2511 244.119106 182.120792 205.407369 224.787328 192.963984 162.85 158.104559 183.721322 164.941003 152.280926 305.526294 167.857282 277.889225 218.413457 154.203826 200.598593 204.290387 162.070805 148.239947 246.75488 273.450763 223.609457 226.805737 211.552349 175.082475 248.124079 210.028444 233.915023 157.963419 161.700443 210.792223 162.089459 231.598225 161.262677 155.819994 262.315069 286.144577 196.822441 244.878612 188.903695 232.97682 241.947708 182.817202 272.048482 199.789296 199.349409 195.657459 169.552398 221.890117 172.087532 185.901713 188.765548 237.052621 160.276636 201.719604 267.002263 163.485316 281.392375 214.589032 198.22561 224.274058 184.936934 202.45012 215.615564 196.518752 176.33576 207.003075 218.195501 236.083728 236.447369 253.716091 255.832539 220.035125 239.89062 209.416036 0 182.698174 156.205081 210.156751 226.765099 192.402077 179.520356 213.562049 177.315277 216.486492 240.303636 176.12375 181.279961 147.47401 181.591092 218.722593 185.110693 163.578212 198.769815 203.210464 175.179333 187.332904 276.409281
s2513 263.026819 176.950592 198.535017 190.581604 200.855042 200.797916 159.303799 136.277244 189.132119 285.331387 186.506655 368.660714 140.682712 156.593707 240.966859 243.04618 155.8464 199.559188 180.315764 163.466575 170.888066 163.440044 151.155947 143.868009 267.016283 160.941456 175.016284 148.949105 149.554981 190.952161 165.072477 184.98781 141.103236 234.322778 184.510662 182.898389 191.598156 152.624628 190.753912 272.630739 217.940064 185.511805 177.204593 158.264991 350.950281 196.108987 296.200701 165.296931 195.12149 171.21226 181.406 147.032399 160.482099 214.907691 152.705686 184.449454 204.013307 161.281643 185.362339 207.483478 173.619817 205.00527 232.366539 420.812282 200.707038 228.683391 207.831881 481.509699 259.564707 229.796884 239.507817 228.02708 154.984117 164.470118 253.493999 196.554918 0 540.019657 299.93936 251.213249 267.815993 229.865075 194.411415 201.934112 174.198132 224.313616 267.293118 197.123618 164.350895 318.733297 192.537044 160.092697 236.16236 340.438883 201.512228 252.274442 212.957236 184.194423
s2514 220.021249 168.450173 185.017363 193.090423 195.38386 183.56527 156.014301 146.016294 171.195927 263.970635 172.826492 346.815664 146.561424 142.449367 221.825731 208.811578 161.442966 167.522034 161.185507 165.91761 190.563697 153.063419 145.941788 150.664513 204.151941 176.698797 165.551937 152.464826 154.3969 173.034978 177.117021 175.0324 142.220079 229.38487 163.106562 181.315396 184.67603 149.568484 192.698993 257.526283 192.580663 179.447726 183.649162 155.149117 306.99239 197.983747 214.802778 164.156829 178.406411 186.206752 160.737534 174.513849 155.485563 234.074006 141.828575 181.924518 188.577578 148.590321 178.675183 195.598684 176.586934 178.576963 206.013855 399.414285 197.580744 236.02744 196.75386 536.971274 216.624148 211.232838 189.533369 213.248146 148.965075 161.92053 294.534238 165.866579 494.355216 0 230.128746 232.975928 217.065616 222.657342 194.907013 185.497265 181.115754 201.76861 223.888701 200.949352 184.318489 265.953069 178.784495 155.159798 206.325153 255.712966 176.502433 219.348779 207.728272 153.85704
s2527 252.469242 222.137325 205.284401 190.994318 178.845862 178.451019 229.9444 164.97754 202.524444 322.577599 200.06055 318.84069 192.539101 182.285982 254.911286 244.75642 174.732375 247.640452 193.926207 198.310819 191.405503 226.821102 206.113832 168.148662 287.206469 186.905786 235.187182 202.72889 212.884029 196.370271 180.232853 182.312328 190.835723 249.523076 247.113868 244.859804 215.290373 168.256759 192.809633 256.33407 189.772616 184.573795 250.199822 176.301316 296.450183 184.169679 305.028785 242.142396 285.765473 193.755187 368.596877 181.395013 204.044179 206.590235 186.811246 203.489536 197.207632 224.507509 304.893452 222.869778 199.624658 198.358362 378.295154 331.893285 192.120616 245.067976 228.905677 309.164868 325.148575 200.26663 335.631272 232.655633 189.664066 188.623557 231.362035 243.54419 308.482361 248.571872 0 289.816319 219.775574 248.738736 209.232745 218.286089 186.962693 246.817157 281.31934 185.940602 189.893077 288.419229 184.792401 191.438331 235.799023 397.808366 199.558241 275.428201 273.314866 190.171608
s2528 267.877704 222.232703 143.078042 145.320961 146.04176 124.63714 188.057677 117.512207 145.537 184.301008 232.629982 178.671313 140.271704 118.022657 174.061931 233.091519 130.320919 182.204723 129.108642 164.550174 151.131242 127.239031 127.96071 144.52873 226.150105 144.096827 203.436635 149.016612 128.582569 137.593632 126.207379 132.083878 138.32952 197.03029 150.176679 180.231996 158.703438 130.952792 200.258108 196.538419 167.781573 151.159735 162.742589 129.585209 257.517356 159.899813 157.899386 196.231103 144.436551 145.072229 212.925368 146.213807 138.040186 198.973424 145.335244 132.478265 168.849131 151.668117 157.045517 159.523011 135.94948 136.160666 262.270282 220.341571 154.411014 188.695651 148.78337 205.123219 288.989119 153.331085 233.589564 153.466743 123.798246 147.472868 178.965414 184.913905 188.781562 186.111416 200.833337 0 151.595574 194.503402 161.950466 138.413998 150.417987 208.80312 201.639746 151.217263 136.906542 188.057444 156.882118 175.807686 231.306541 212.580097 143.040692 189.768917 192.814298 183.762976
s2549 243.755066 206.20178 269.14792 200.763572 186.728655 217.614734 160.776343 170.906671 234.637009 187.905882 186.292464 213.517918 171.593019 175.574585 194.678981 480.828135 165.319171 274.55901 284.677021 187.585737 223.544555 199.679762 166.282602 175.854184 227.854448 190.034934 184.07035 190.414633 252.668379 408.046302 207.425732 213.723108 176.795357 174.711157 253.014777 203.606295 300.051953 195.441919 192.555917 237.806358 247.365529 219.101298 275.010325 194.382024 254.539855 186.315669 224.446163 291.960893 343.222231 255.240852 216.158289 179.5741 188.205916 250.423119 166.82126 175.773946 381.363112 216.480239 265.561077 273.917558 218.518173 195.756619 209.496648 252.627268 182.999587 301.02491 189.756713 303.900558 221.030315 238.303255 290.964285 240.749462 177.419222 200.302372 317.457083 217.019135 287.935779 250.132499 221.343926 237.111729 0 243.851822 224.783389 431.290877 197.063293 184.028185 197.940386 419.163715 260.313001 215.491738 204.031145 173.038892 188.476574 213.36658 363.856115 201.192671 366.184219 188.318599
s2550 259.257264 271.271958 192.98911 172.350172 194.824588 173.803948 288.622223 153.594234 199.531009 207.418513 226.5596 246.582116 161.210714 154.919967 243.748808 201.045781 167.065448 227.05087 160.208812 184.658631 153.705442 172.726229 184.507077 192.108501 326.269706 214.879568 232.095431 163.376081 192.075077 170.602143 166.896725 189.180212 153.244443 204.382182 200.155705 203.071504 214.468705 182.093492 205.229225 233.647325 201.290026 189.124462 209.123378 172.433179 235.897612 228.306328 226.14722 193.79684 203.314355 173.616102 215.794473 167.637146 177.131729 191.903318 198.444972 209.517011 201.20364 179.052564 299.955216 236.382654 175.151691 172.560873 252.457784 253.32745 183.18532 200.217356 202.832706 246.867373 258.784955 192.661608 244.155843 204.97031 170.333787 181.073632 292.738465 198.352723 237.976157 240.645073 236.993918 283.460404 211.622074 0 202.858621 180.373499 170.898921 215.117488 249.183141 205.067565 198.427857 205.011385 169.189103 209.011641 283.087348 227.033732 186.911582 230.33468 215.161095 214.428981
s2551 248.779771 189.610293 190.742146 219.089478 237.525213 156.351684 168.47427 167.396731 175.122075 178.802852 253.035836 187.756207 183.051982 209.471659 184.084658 197.677017 182.761007 188.258635 140.014729 199.390712 214.402639 227.094468 202.825151 215.367838 196.046667 240.760558 235.603022 194.434718 169.395452 156.169415 222.026064 170.437358 206.340574 176.388699 154.004181 245.2686 218.542615 218.60183 214.473275 218.479506 228.556683 240.264451 158.081571 203.560721 229.276936 217.310443 189.271184 177.435459 153.578647 162.594953 186.849283 210.399069 187.602952 163.038413 195.33586 243.567212 187.868238 190.047519 194.82253 190.13761 196.655765 227.563872 204.855077 189.702453 220.27573 171.556838 230.356984 210.667436 172.875881 293.063084 205.344686 378.537891 201.499126 223.571411 190.993851 231.18983 201.208708 206.210542 193.821141 214.1157 196.212917 204.155226 0 158.578109 207.247927 219.497846 202.424312 163.203501 199.970342 214.985789 197.920599 187.114785 195.340362 185.675391 140.473546 195.826753 176.914895 213.52491
s2555 268.775334 185.140706 265.038394 203.492232 174.369179 219.388226 168.913632 192.025517 221.454055 224.929821 213.264459 233.539673 225.70356 184.621281 174.519139 423.895855 190.987953 333.044835 450.988507 252.155645 200.973692 199.393118 208.400434 219.146406 219.19551 187.755134 200.227401 227.27232 275.386361 565.813473 194.678918 206.943139 187.898181 194.381404 259.356553 247.681644 222.635307 225.422297 196.487394 227.711199 206.723506 200.339586 311.175143 222.746834 245.967113 201.21875 204.423295 282.373257 336.779796 363.6616 218.252329 206.167146 231.61006 240.815949 204.509386 181.554561 393.20758 219.759004 194.509666 234.182942 236.598178 192.441752 215.41339 237.493676 195.047245 270.626822 239.05928 230.597618 246.22089 233.141716 212.787292 219.101195 214.579851 196.673912 344.781557 219.231877 246.24308 214.380376 242.862614 210.094731 451.721986 211.371642 193.29745 0 193.275462 236.070336 190.052669 306.716747 222.68821 202.051327 204.375121 196.343541 179.521555 209.664859 354.053002 203.413757 490.844034 203.563366
s2557 242.990729 182.552954 198.762276 265.556689 236.097931 181.860652 184.813396 240.752803 212.562126 199.678785 260.277053 193.686836 238.323989 235.004042 218.827532 181.91423 211.643196 186.752334 178.98578 243.946108 273.842655 269.920216 291.999159 273.70722 207.657461 295.184594 233.867203 224.881709 177.283133 180.595621 259.449338 183.633422 236.219616 183.341791 192.993571 230.151887 260.831971 296.413599 254.755678 187.421486 328.401299 261.046348 179.212899 253.1489 195.398818 242.833658 216.589349 181.447527 175.678054 199.50099 193.85917 305.550887 287.834165 187.88994 295.005716 246.264632 181.839499 241.407103 179.657575 192.658632 297.219748 241.303602 205.153028 216.663621 264.902603 178.510717 257.015519 189.283324 197.13941 236.524042 191.396349 247.767063 233.874967 237.462438 201.660167 263.418667 204.139234 218.359265 184.44048 224.940265 185.018804 186.431791 242.197232 174.286345 0 240.122266 193.696154 176.394629 208.137691 203.234426 288.547926 203.53464 218.016305 190.396009 210.128821 215.344351 173.441942 258.661818
s2563 411.25196 187.684358 220.364616 256.891956 270.292146 195.704609 168.707015 195.872168 179.222377 297.628253 304.714685 269.151938 256.928703 184.886584 192.153387 259.201112 220.981284 284.878297 192.444036 342.781375 212.645326 212.403901 197.990977 215.863572 210.039895 233.468825 212.054722 297.82978 237.976821 224.186968 192.678508 166.924509 181.48326 194.605337 216.977016 392.123028 232.344593 205.696729 224.170302 207.823497 243.025061 330.907214 237.27235 216.220202 211.028795 272.77842 219.872921 179.998356 202.902314 205.78402 211.959317 225.110664 208.209815 189.840706 204.558424 281.736442 196.188392 217.720847 233.220568 201.141648 230.367021 283.361368 228.475903 235.229094 639.719964 189.636474 393.846592 273.031487 214.032131 257.513677 259.273923 231.618504 219.954061 219.878771 230.783639 251.504443 239.90524 229.665834 244.921238 251.179433 197.690318 228.036013 233.56061 214.115495 214.125649 0 192.173949 196.741311 180.521523 197.08367 221.946796 207.44007 224.108986 197.258101 195.987736 219.132509 285.517924 265.739529
s2564 222.51631 322.277051 221.13759 187.724955 202.625568 232.187976 342.623083 164.098869 194.369919 255.178527 191.96091 313.039523 162.678675 195.042149 279.484706 215.424824 167.598337 160.076025 180.913254 161.13757 195.99202 189.886285 187.801086 178.333632 312.098225 175.691486 240.792393 167.493379 178.712265 181.56434 189.521008 215.594494 185.845919 341.874262 212.733478 168.2502 250.168702 173.507572 223.195743 259.721187 194.999835 174.217008 201.261192 163.720832 308.555479 180.979209 324.280351 254.74371 238.046579 212.733046 270.237996 167.045939 173.518816 213.042595 197.11721 185.186607 211.759992 220.267426 267.03502 207.902207 159.835228 175.772675 259.241268 314.66074 201.914731 215.164356 151.985975 238.795262 318.895936 189.497248 267.189344 188.557532 175.041596 184.310035 248.712294 223.31546 306.777701 265.810675 300.550566 310.429477 207.783889 287.991515 241.318238 177.267892 175.50638 180.233491 0 222.790163 220.365275 336.859646 180.088822 220.529965 304.606784 345.760636 191.896399 282.705131 186.123514 197.927293
s2565 181.825304 238.04337 194.213411 162.711783 217.632899 196.713556 213.358911 175.777304 192.556857 175.910157 195.788271 200.119204 148.839859 176.989546 205.676588 277.007136 180.39193 146.548058 258.676569 163.158851 170.848801 160.26597 154.321618 193.927327 230.587314 168.862316 184.632848 140.533451 203.236409 251.335157 184.568067 211.131591 167.462022 197.739622 288.789366 147.031737 304.400748 211.232518 188.472237 261.621081 224.89237 198.622704 296.743099 202.597653 245.086062 191.602334 197.942408 307.073341 297.840434 250.065743 195.835077 159.097432 182.189251 323.365516 180.459639 186.165796 438.042943 244.017835 224.031244 186.437399 172.631472 178.272453 183.816859 211.145686 211.372763 278.726354 156.314779 268.043181 189.379988 177.951466 214.550393 184.302125 176.203489 166.530743 346.489144 201.986596 219.704386 226.943708 190.157819 223.333787 417.722953 214.136715 165.853213 304.050797 182.124729 184.818471 220.945505 0 267.019531 243.069176 184.184022 185.17205 172.643223 206.874925 446.856757 209.399175 250.832881 202.49728
s2566 220.057891 237.317224 317.678513 174.065528 224.090054 347.864228 230.318805 177.27659 480.017601 173.966316 187.660483 187.587518 150.164171 219.403372 203.090662 217.062845 196.251334 362.607205 188.131881 156.201511 174.058641 164.48265 180.936572 200.823577 232.158883 201.23813 219.89723 146.464597 279.092057 205.359408 184.350477 422.403231 189.001019 201.663159 186.670581 160.605636 210.330797 167.133713 208.552419 252.36718 206.045962 178.025164 207.843407 183.494716 195.397663 201.628985 180.540213 186.355856 210.73776 273.356925 193.731635 187.55091 175.592272 217.554266 198.451105 208.782994 203.81617 206.962632 197.525336 470.957561 181.149915 200.716014 186.136065 184.287491 207.370315 188.416482 194.455393 210.375978 181.965699 197.118402 191.16036 194.348181 175.594075 217.135667 212.291543 180.680544 186.517074 199.255799 192.211406 209.934667 260.750456 231.144269 223.128077 221.558002 205.232149 172.096138 227.92553 267.51959 0 211.087581 190.386462 199.1667 216.103956 184.707436 242.908248 239.730068 249.379929 173.916262
s2567 248.514007 223.207701 213.875389 206.785007 228.307218 184.351626 216.838319 183.371816 195.844503 303.740246 238.881445 284.136081 176.200696 178.683834 259.568923 200.512529 226.596502 171.743567 180.775378 167.530049 221.809237 222.158597 159.171762 202.288968 270.597934 186.45878 186.430281 171.812666 176.561012 184.730491 180.46941 192.643039 185.078865 270.766072 214.262636 194.419473 237.102763 209.516224 200.000018 248.279954 212.420737 240.392516 220.642321 181.309235 316.835423 198.834954 339.778244 210.768436 244.906111 194.644283 226.051228 180.999012 205.824571 247.431321 197.19228 224.254258 203.460313 175.100512 245.026566 193.692409 170.37984 187.911942 261.324646 353.174479 201.30861 220.751705 202.472687 293.039766 253.538511 220.390033 278.795749 237.69848 191.053916 185.835037 247.302894 231.781986 384.02974 320.159423 300.545301 303.605064 230.380774 222.442364 250.11403 183.969732 204.696075 186.625627 332.365525 245.746986 216.089949 0 216.774615 225.253145 288.9316 342.553463 222.279225 263.274426 195.272757 201.460309
s2568 260.55994 213.616468 206.684882 289.963607 297.213417 197.600713 193.099083 233.457469 180.050546 178.618907 245.957856 171.813667 211.856758 232.396108 212.227143 248.528603 260.339428 165.075833 180.838242 212.253835 275.088937 258.935536 250.068941 239.768279 191.676463 245.559603 253.827051 237.468956 177.680028 192.459174 259.22331 193.782612 233.274924 188.448507 203.661408 228.485827 231.785688 281.324164 262.186553 210.700849 318.11684 286.507617 186.131023 231.070447 232.41424 352.553952 220.373477 186.195552 188.940778 207.145663 201.526696 255.290955 292.340949 198.373021 255.119606 270.861174 198.534292 218.093993 207.965139 186.359564 244.33172 217.571126 222.668099 222.721321 265.496642 196.154622 234.568321 202.478938 225.283573 369.820355 206.846599 269.665689 234.015819 287.151263 205.302447 289.089687 209.094458 213.51068 194.188094 266.199345 205.848871 191.568323 233.482347 189.412378 287.157804 223.76819 192.316409 193.344015 196.069087 226.499629 0 242.358243 223.169267 231.831425 240.766192 224.527055 182.890226 339.22632
s2569 286.018146 292.39757 267.571584 286.484593 255.735288 228.410935 355.804465 230.214329 238.42785 224.320721 331.819798 225.089947 251.853499 264.841082 275.902543 223.023519 261.521307 219.747843 223.687332 224.644422 300.396907 279.66861 256.493233 254.278094 301.680723 256.171163 273.481433 240.641341 223.871895 210.66574 289.600393 236.046666 243.937527 238.57424 248.887288 260.986783 267.759079 252.322962 381.201847 269.047257 258.439945 253.788982 217.060877 259.65204 282.751413 240.061606 226.247491 255.682984 220.936347 237.486499 291.466787 272.908575 254.54455 248.433881 270.734845 278.989401 243.038238 290.966605 268.476398 212.367931 262.358476 255.666934 324.175512 235.056756 225.900319 243.056839 231.197512 221.522778 288.32735 224.913296 284.20214 258.080511 229.81126 305.396453 211.892528 285.747687 212.197908 228.623178 258.187502 304.697766 209.522516 290.877201 257.501777 221.738422 245.432641 262.139307 262.690571 221.920183 235.617662 267.214999 282.241928 0 277.283144 270.965263 259.730212 251.689915 224.421812 344.99449
s2570 210.462307 231.73749 191.034597 213.144064 226.179798 190.570414 230.813308 148.217572 182.005056 247.070347 187.50367 253.357669 163.780776 165.714938 263.790602 175.869769 180.249081 157.987577 142.288078 170.485092 174.03409 173.603063 167.19348 183.06894 390.223155 197.24246 225.654219 166.244768 162.327812 151.898644 179.11391 163.939625 178.336626 343.181321 170.858673 172.508124 199.720132 185.590174 175.862313 315.596038 180.878936 175.610866 176.019583 165.220887 291.427489 225.300403 319.134179 223.515181 175.372912 171.997871 240.885552 171.317073 175.127489 218.662367 195.019866 168.06077 159.309074 208.029024 262.301473 199.380252 166.258078 175.07524 264.653343 234.742855 180.988853 205.060241 192.531292 250.536732 259.811951 208.428039 255.929634 204.355401 170.490904 195.68341 211.098218 171.593815 249.33347 236.791478 243.358457 346.781172 166.588761 290.763814 198.052528 154.380905 206.905246 202.80184 293.307785 161.5234 206.07394 250.001672 194.241272 203.67042 0 257.195616 176.031544 357.660744 172.253365 196.214205
s2572 241.22092 255.530865 232.143007 215.000977 205.890789 193.188376 296.626178 162.244719 202.328876 231.744958 193.048718 270.432002 173.493198 192.96216 280.105203 215.942527 208.611743 191.518814 186.900801 158.395728 202.921586 226.280444 199.582762 176.790163 292.902334 183.489755 258.215003 159.877823 194.035627 174.417932 216.732775 205.296944 241.108372 353.992688 205.856823 187.533243 244.885497 190.719446 231.892706 283.246973 226.813362 211.533393 199.828119 202.579259 315.59418 202.524506 268.88287 230.926976 240.476392 209.312078 287.292409 165.279717 223.350672 242.497814 217.665462 209.964995 201.812885 206.475443 254.317068 219.557228 193.857205 198.588505 311.317991 277.073541 191.150688 236.968169 205.284624 287.289224 324.225924 226.545619 353.627664 278.406505 160.068279 197.333009 233.149814 253.418792 400.416395 295.203806 390.96675 330.777222 232.887753 277.561738 209.969397 203.063822 196.28772 204.101398 374.478506 209.169337 191.246068 349.204581 239.180713 229.651431 287.488258 0 238.768677 280.741858 198.179174 195.179717
s2573 239.105993 220.098764 299.346785 240.542429 219.925485 287.157601 250.56887 250.552707 284.516094 198.526454 224.372109 215.872861 191.170477 254.803819 207.901163 346.113171 214.320651 268.23287 331.913835 226.040616 217.54074 216.510986 194.464182 224.531136 229.734487 209.927332 199.815621 186.894142 251.212875 329.45533 238.29546 241.622896 187.24433 207.738372 256.166259 201.152607 308.156635 256.362753 231.23926 247.26936 267.949622 232.299688 275.106414 271.924422 252.562968 231.627393 242.332048 291.627253 368.162481 383.68241 257.504181 209.804802 266.242213 246.151573 213.827434 212.14145 390.893116 230.687582 270.252822 283.919365 225.888086 289.691653 207.161474 214.967184 231.192212 253.102258 198.549177 200.603087 233.927372 257.165536 236.696338 328.702902 235.293011 210.639559 360.305122 249.228353 238.241246 230.835936 226.826726 213.545411 403.354888 237.050076 173.127772 356.535142 216.856268 215.253596 214.169912 477.468783 283.939996 241.900771 250.703879 237.851943 231.029447 238.76648 0 218.822937 309.314586 235.545266
s2574 193.689241 268.430589 223.051227 211.579411 216.001731 212.52018 253.565397 164.743154 225.022782 239.468923 204.699 247.290744 159.040275 214.837537 273.893319 190.554242 195.661465 191.369767 185.90427 179.142622 195.194173 223.521989 177.103668 203.981444 332.339467 211.115519 240.943197 160.038271 193.68491 175.658251 183.75986 210.34991 176.895632 277.893065 206.150705 169.625091 232.628889 192.664272 213.970345 288.606459 199.624751 235.71533 188.819376 187.809496 292.023256 223.635195 297.158822 259.442922 229.081934 175.112292 247.560782 178.985223 203.757645 282.849228 187.73066 196.856094 200.475967 195.372991 282.849867 219.093425 182.634554 224.644128 277.931724 288.701833 222.533583 250.328794 199.699376 324.564255 288.159546 219.064332 266.654677 210.615122 193.447281 190.335774 247.614654 219.214567 308.862955 278.14784 289.593901 274.563531 220.425843 259.694864 223.954984 187.449428 213.543439 217.4706 286.048447 222.117321 248.901305 264.26706 220.023875 212.757154 385.113311 293.830774 190.917556 0 203.284423 199.878936
s2575 293.046309 175.542646 262.628494 166.54558 160.805185 206.613435 156.477579 163.305058 220.513673 246.514133 179.137383 202.182985 194.337433 147.170698 167.544026 338.535931 155.202738 418.178346 294.670714 267.926016 166.731985 155.694785 167.63801 154.761829 202.966237 164.471013 176.485423 227.167357 301.603411 460.743884 148.904019 202.90671 148.867062 176.979466 224.878967 308.875151 194.842205 166.004058 169.040252 210.285934 173.348826 167.008368 347.374128 163.716104 214.981229 184.069422 201.047113 212.021488 343.589583 267.995469 200.547103 161.104909 176.022942 198.019752 163.664363 165.889527 248.444494 183.483492 201.173892 273.646897 201.047488 177.982043 197.565731 205.692035 177.483024 235.549404 222.548823 228.830673 197.606236 180.601112 201.613155 182.831367 163.256675 157.218562 261.958068 181.977385 194.273449 196.437616 223.435987 216.250361 322.19739 195.85983 169.76368 394.426226 160.817427 228.655559 166.504024 250.282267 221.217986 174.851369 159.586275 165.344112 167.182328 181.969643 263.151156 179.278676 0 170.592774
s2585 265.497039 196.252795 152.096524 243.55528 167.569641 135.24669 170.676068 170.897846 135.314206 144.035381 325.842924 129.742609 204.837514 184.642322 147.308094 244.215008 168.757957 169.533484 145.735483 237.075109 185.969935 227.955325 317.959048 214.166104 156.781226 213.932965 194.264655 219.214526 133.057528 142.371539 189.377342 119.844333 192.641234 145.942693 134.100732 234.26276 182.834454 189.82071 220.209955 149.441108 209.410043 166.082475 147.801161 156.380771 157.846096 175.970491 138.257413 153.772089 161.894423 170.057761 165.124052 201.896562 222.288001 150.772175 272.614761 223.051752 211.959849 202.320143 144.480486 141.091709 206.444075 185.791967 155.201659 148.12618 196.199802 145.224638 174.551979 152.611964 177.359061 178.802773 170.906554 190.090715 170.220046 240.86978 158.04804 251.306609 140.385544 137.732575 143.306834 216.622712 141.239234 182.391954 186.956799 138.936995 184.390011 205.344785 151.349028 149.870431 127.052071 144.620625 225.252296 209.961565 156.155557 136.148148 167.873729 149.337851 164.290113 0
